0.000000000000000000e+00,4.078431427478790283e-01,2.156862765550613403e-01
7.996924367605474579e-03,4.226066966851552142e-01,2.233756275153627735e-01
1.599384873521094916e-02,4.373702506224314557e-01,2.310649784756641789e-01
2.399077310281641853e-02,4.521338045597076416e-01,2.387543294359655843e-01
3.198769747042189832e-02,4.668973584969838830e-01,2.464436803962670175e-01
3.998462183802736769e-02,4.816609124342600690e-01,2.541330313565684507e-01
4.798154620563283707e-02,4.964244663715362549e-01,2.618223823168698283e-01
5.597847057323831338e-02,5.111880203088124963e-01,2.695117332771712615e-01
6.397539494084379663e-02,5.259515742460887378e-01,2.772010842374726947e-01
7.197231930844925907e-02,5.407151281833648682e-01,2.848904351977741278e-01
7.996924367605473538e-02,5.554786821206411096e-01,2.925797861580755610e-01
8.796616804366021170e-02,5.702422360579173510e-01,3.002691371183769942e-01
9.596309241126567413e-02,5.850057899951934814e-01,3.079584880786783718e-01
1.078046919668422809e-01,5.989235148710363443e-01,3.151864777593051947e-01
1.311803170863320711e-01,6.103037525625790716e-01,3.210303836009081868e-01
1.545559422058218613e-01,6.216839902541216878e-01,3.268742894425111789e-01
1.779315673253116792e-01,6.330642279456644150e-01,3.327181952841141710e-01
2.013071924448014416e-01,6.444444656372070312e-01,3.385621011257171631e-01
2.246828175642912040e-01,6.558247033287497585e-01,3.444060069673202107e-01
2.480584426837810219e-01,6.672049410202924857e-01,3.502499128089232028e-01
2.714340678032708398e-01,6.785851787118351020e-01,3.560938186505261949e-01
2.948096929227606022e-01,6.899654164033778292e-01,3.619377244921291870e-01
3.181853180422503646e-01,7.013456540949205564e-01,3.677816303337321791e-01
3.415609431617401270e-01,7.127258917864631727e-01,3.736255361753351711e-01
3.649365682812299450e-01,7.241061294780058999e-01,3.794694420169382187e-01
3.883121934007197629e-01,7.354863671695486271e-01,3.853133478585412108e-01
4.098423748624092089e-01,7.454825218986063096e-01,3.893118097501642727e-01
4.295271126662984496e-01,7.540945936651791692e-01,3.914648276918074599e-01
4.492118504701876902e-01,7.627066654317519179e-01,3.936178456334507025e-01
4.688965882740769309e-01,7.713187371983247775e-01,3.957708635750938897e-01
4.885813260779661715e-01,7.799308089648976372e-01,3.979238815167370769e-01
5.082660638818553567e-01,7.885428807314704969e-01,4.000768994583803195e-01
5.279508016857445973e-01,7.971549524980432455e-01,4.022299174000235067e-01
5.476355394896337270e-01,8.057670242646159942e-01,4.043829353416666939e-01
5.673202772935230787e-01,8.143790960311889648e-01,4.065359532833099365e-01
5.870050150974123193e-01,8.229911677977617135e-01,4.086889712249531237e-01
6.066897529013015600e-01,8.316032395643345732e-01,4.108419891665963664e-01
6.263744907051906896e-01,8.402153113309074328e-01,4.129950071082395535e-01
6.460592285090800413e-01,8.488273830974802925e-01,4.151480250498827407e-01
6.627451181411742054e-01,8.560553719015682184e-01,4.232987375820383424e-01
6.784313917160033069e-01,8.628219997181612033e-01,4.334486816443648416e-01
6.941176652908322975e-01,8.695886275347540773e-01,4.435986257066912297e-01
7.098039388656615101e-01,8.763552553513470622e-01,4.537485697690177844e-01
7.254902124404906116e-01,8.831218831679400472e-01,4.638985138313442835e-01
7.411764860153197132e-01,8.898885109845329211e-01,4.740484578936707272e-01
7.568627595901488148e-01,8.966551388011259061e-01,4.841984019559971708e-01
7.725490331649780273e-01,9.034217666177188910e-01,4.943483460183236700e-01
7.882353067398071289e-01,9.101883944343117649e-01,5.044982900806501691e-01
8.039215803146362305e-01,9.169550222509047499e-01,5.146482341429766683e-01
8.196078538894652210e-01,9.237216500674976238e-01,5.247981782053030564e-01
8.352941274642944336e-01,9.304882778840906088e-01,5.349481222676295555e-01
8.509804010391235352e-01,9.372549057006835938e-01,5.450980663299560547e-01
8.626682127223295193e-01,9.421760895672965930e-01,5.610919138964485242e-01
8.743560244055355035e-01,9.470972734339097032e-01,5.770857614629407717e-01
8.860438360887414877e-01,9.520184573005227024e-01,5.930796090294333522e-01
8.977316477719474719e-01,9.569396411671358127e-01,6.090734565959257107e-01
9.094194594551535671e-01,9.618608250337488119e-01,6.250673041624181803e-01
9.211072711383594402e-01,9.667820089003618111e-01,6.410611517289104277e-01
9.327950828215655354e-01,9.717031927669749214e-01,6.570549992954030083e-01
9.444828945047715196e-01,9.766243766335880316e-01,6.730488468618953668e-01
9.561707061879775038e-01,9.815455605002010309e-01,6.890426944283878363e-01
9.678585178711833770e-01,9.864667443668140301e-01,7.050365419948800838e-01
9.795463295543894722e-01,9.913879282334271403e-01,7.210303895613726644e-01
9.912341412375955674e-01,9.963091121000402506e-01,7.370242371278650229e-01
9.997693195062524740e-01,9.928489046938279161e-01,7.370242371278650229e-01
9.994617455145892171e-01,9.833141109522651746e-01,7.210303895613726644e-01
9.991541715229258491e-01,9.737793172107023221e-01,7.050365419948801948e-01
9.988465975312625922e-01,9.642445234691395806e-01,6.890426944283878363e-01
9.985390235395992242e-01,9.547097297275767280e-01,6.730488468618953668e-01
9.982314495479359673e-01,9.451749359860139865e-01,6.570549992954030083e-01
9.979238755562725993e-01,9.356401422444511340e-01,6.410611517289105388e-01
9.976163015646093424e-01,9.261053485028883925e-01,6.250673041624181803e-01
9.973087275729459744e-01,9.165705547613256510e-01,6.090734565959257107e-01
9.970011535812827175e-01,9.070357610197627984e-01,5.930796090294333522e-01
9.966935795896193495e-01,8.975009672782000569e-01,5.770857614629408827e-01
9.963860055979560926e-01,8.879661735366373154e-01,5.610919138964485242e-01
9.960784316062927246e-01,8.784313797950744629e-01,5.450980663299560547e-01
9.957708576146293566e-01,8.630526802119087293e-01,5.321799563426597990e-01
9.954632836229660997e-01,8.476739806287428847e-01,5.192618463553634323e-01
9.951557096313027317e-01,8.322952810455771511e-01,5.063437363680671766e-01
9.948481356396394748e-01,8.169165814624113064e-01,4.934256263807708098e-01
9.945405616479761068e-01,8.015378818792455728e-01,4.805075163934744986e-01
9.942329876563128499e-01,7.861591822960797282e-01,4.675894064061781874e-01
9.939254136646494819e-01,7.707804827129139946e-01,4.546712964188818762e-01
9.936178396729862250e-01,7.554017831297481500e-01,4.417531864315855650e-01
9.933102656813228570e-01,7.400230835465824164e-01,4.288350764442892538e-01
9.930026916896596001e-01,7.246443839634165718e-01,4.159169664569929425e-01
9.926951176979962321e-01,7.092656843802508382e-01,4.029988564696966313e-01
9.923875437063329752e-01,6.938869847970849936e-01,3.900807464824003201e-01
9.914648217313429823e-01,6.773548821608225134e-01,3.780853590544532294e-01
9.886966558063731147e-01,6.573625703652700158e-01,3.688581393045537449e-01
9.859284898814033582e-01,6.373702585697174072e-01,3.596309195546543158e-01
9.831603239564334906e-01,6.173779467741647986e-01,3.504036998047548312e-01
9.803921580314636230e-01,5.973856349786123010e-01,3.411764800548553467e-01
9.776239921064937555e-01,5.773933231830596924e-01,3.319492603049558621e-01
9.748558261815238879e-01,5.574010113875070838e-01,3.227220405550563775e-01
9.720876602565541313e-01,5.374086995919545862e-01,3.134948208051569485e-01
9.693194943315842638e-01,5.174163877964019775e-01,3.042676010552574639e-01
9.665513284066143962e-01,4.974240760008494244e-01,2.950403813053579793e-01
9.637831624816445286e-01,4.774317642052968158e-01,2.858131615554584948e-01
9.610149965566747721e-01,4.574394524097442627e-01,2.765859418055590657e-01
9.582468306317049045e-01,4.374471406141916541e-01,2.673587220556595812e-01
9.524029247901019124e-01,4.180699773863250090e-01,2.584390757130641814e-01
9.434832790318656848e-01,3.993079627261442166e-01,2.498270027777727831e-01
9.345636332736295682e-01,3.805459480659634242e-01,2.412149298424814403e-01
9.256439875153934516e-01,3.617839334057826317e-01,2.326028569071900698e-01
9.167243417571572239e-01,3.430219187456018393e-01,2.239907839718986993e-01
9.078046959989211073e-01,3.242599040854211023e-01,2.153787110366073287e-01
8.988850502406849907e-01,3.054978894252403099e-01,2.067666381013159582e-01
8.899654044824487631e-01,2.867358747650595174e-01,1.981545651660245877e-01
8.810457587242126465e-01,2.679738601048787805e-01,1.895424922307332449e-01
8.721261129659765299e-01,2.492118454446979603e-01,1.809304192954418744e-01
8.632064672077403022e-01,2.304498307845171956e-01,1.723183463601505039e-01
8.542868214495041856e-01,2.116878161243363754e-01,1.637062734248591334e-01
8.453671756912680690e-01,1.929258014641556107e-01,1.550942004895677906e-01
8.316032395643346842e-01,1.771626332226921563e-01,1.527105017619974359e-01
8.162245399811688396e-01,1.623990804541344812e-01,1.524029277703341234e-01
8.008458403980031060e-01,1.476355276855768062e-01,1.520953537786708110e-01
7.854671408148372613e-01,1.328719749170191033e-01,1.517877797870074985e-01
7.700884412316715277e-01,1.181084221484614283e-01,1.514802057953441861e-01
7.547097416485056831e-01,1.033448693799037532e-01,1.511726318036808736e-01
7.393310420653399495e-01,8.858131661134607815e-02,1.508650578120175612e-01
7.239523424821741049e-01,7.381776384278840308e-02,1.505574838203542487e-01
7.085736428990083713e-01,5.905421107423072802e-02,1.502499098286909085e-01
6.931949433158426377e-01,4.429065830567305295e-02,1.499423358370275960e-01
6.778162437326767931e-01,2.952710553711535013e-02,1.496347618453642836e-01
6.624375441495109484e-01,1.476355276855770282e-02,1.493271878537009711e-01
6.470588445663452148e-01,0.000000000000000000e+00,1.490196138620376587e-01
